203760.271421	890.640874
203761.230476	890.710013
203762.189531	890.687478
203763.147585	890.715077
203764.105640	890.736623
203765.064695	890.719574
203766.022750	890.786316
203766.980805	890.730018
203767.939859	890.831804
203768.900915	890.753698
203769.856969	890.865772
203770.817024	890.792116
203772.254107	890.892422
203773.213161	890.824765
203774.172216	890.934475
203775.131271	890.853166
203776.089326	890.968196
203777.048380	890.898023
203778.011436	890.981360
203778.965490	890.945389
203779.924545	890.984670
203780.883600	890.999756
203781.850655	890.981778
203783.280737	890.996863
203784.238792	891.068596
203785.197847	891.053945
203786.156901	891.064321
203787.115956	891.114867
203788.074011	891.061524
203789.033066	891.170029
203789.992121	891.075122
203790.963176	891.206722
203791.910231	891.104519
203792.868286	891.228613
203793.824340	891.159155
203795.263422	891.268871
203796.221477	891.168305
203797.180532	891.298114
203798.139587	891.210639
203799.100642	891.308788
203800.057697	891.265926
203801.015751	891.304826
203801.976807	891.333968
203802.932861	891.299823
203803.891916	891.380925
203804.850971	891.306434
203805.808025	891.417586
203807.247108	891.375125
203808.205163	891.426890
203809.164217	891.378464
203810.123272	891.476886
203811.081327	891.394027
203812.040382	891.510680
203812.999437	891.420963
203813.958492	891.531816
203814.944548	891.472186
203815.875601	891.541555
203816.834656	891.530937
203818.272738	891.600103
203819.230793	891.530968
203820.189848	891.619938
203821.148903	891.576836
203822.107958	891.630610
203823.066013	891.633230
203824.025067	891.636614
203824.984122	891.683609
203825.967178	891.638013
203827.380260	891.677934
203827.860287	891.653866
203828.820342	891.767639
203830.255424	891.720111
203831.213479	891.791303
203832.172534	891.728396
203833.131588	891.838778
203834.089643	891.748027
203835.047698	891.870732
203836.005753	891.785785
203836.964808	891.889171
203837.922863	891.840280
203838.881917	891.895965
203839.847972	891.901333
203841.279054	891.966913
203842.238109	891.895237
203843.196164	891.975476
203844.155219	891.953894
203845.114274	891.976853
203846.072329	892.013066
203847.031384	891.982896
203847.990438	892.069064
203848.964494	891.990792
203849.907548	892.111088
203850.866603	892.011393
203851.831658	892.135668
203853.263740	892.061372
203854.222795	892.177320
203855.180850	892.079790
203856.139904	892.204212
203857.098959	892.113990
203858.057014	892.216855
203859.016069	892.168441
203859.975124	892.221246
203860.933178	892.220592
203861.892233	892.218792
203862.851288	892.281899
203863.819344	892.225484
203865.248425	892.269887
203866.206480	892.308657
203867.165535	892.331876
203868.124590	892.311288
203869.083645	892.392471
203870.041699	892.321625
203871.000754	892.430222
203872.918864	892.458222
203873.397892	892.437659
203876.274056	892.412967
203876.753083	892.468640
203877.233111	892.521556
203877.712138	892.479474
203878.191165	892.438881
203879.150220	892.542575
203880.109275	892.473786
203881.067330	892.551373
203882.025385	892.530970
203882.983440	892.554000
203883.942494	892.589713
203884.900549	892.559268
203885.859604	892.646109
203886.832660	892.571472
203888.256742	892.641624
203889.215796	892.640833
203890.173851	892.700030
203891.132906	892.650369
203892.091960	892.750979
203893.051015	892.668317
203894.009070	892.790429
203894.981126	892.702691
203895.927180	892.810427
203896.885235	892.748136
203897.865291	892.818456
203898.802345	892.806532
203900.240427	892.882194
203901.199481	892.808884
203902.158536	892.893956
203903.116591	892.858527
203904.075646	892.896907
203905.034701	892.907089
203905.992756	892.897012
203906.951811	892.963636
203907.910865	892.903423
203908.869920	893.011972
203910.307003	892.978583
203911.265058	893.015458
203912.224112	892.982134
203913.183167	893.069982
203914.142222	892.996219
203915.100276	893.111405
203916.059331	893.018669
203917.017386	893.138651
203917.976441	893.066703
203918.934496	893.146970
203919.893551	893.118686
203920.864606	893.146295
203922.290688	893.120924
203923.249743	893.223874
203924.206798	893.172457
203925.165853	893.227816
203926.124907	893.226399
203927.083962	893.225152
203928.041017	893.281569
203929.000072	893.224899
203929.959126	893.326485
203930.918181	893.241793
203931.876236	893.360792
203933.315319	893.303164
203933.797346	893.380041
203935.232428	893.313668
203936.191483	893.428227
203937.150538	893.334205
203938.108593	893.454972
203939.067647	893.378562
203940.026702	893.469062
203941.000758	893.435227
203941.966814	893.472169
203942.902867	893.487759
203943.861922	893.474527
203945.307004	893.483166
203946.259059	893.553387
203947.217113	893.539772
203948.176168	893.553542
203949.135223	893.598495
203950.103279	893.561334
203951.052333	893.649173
203952.010388	893.574497
203952.969443	893.685913
203953.939498	893.606319
203954.885552	893.715341
203955.844607	893.647707
203956.803662	893.731545
203957.763717	893.700300
203959.200799	893.789298
203960.159854	893.702606
203961.117909	893.815910
203962.076964	893.752667
203963.036018	893.826043
203963.994073	893.814423
203964.953128	893.828789
203965.926184	893.876898
203966.871238	893.831265
203967.829293	893.922408
203968.788347	893.843294
203970.226430	893.925683
203971.185484	893.916453
203972.144539	893.985852
203973.102594	893.920002
203974.061649	894.031565
203975.020704	893.935192
203975.979759	894.062723
203976.942814	893.976685
203977.896869	894.076147
203978.855923	894.026178
203980.294005	894.133424
203980.774033	894.086784
203982.212115	894.154154
203983.170170	894.074198
203984.129225	894.163502
203985.088280	894.137154
203986.047335	894.162557
203987.005390	894.192691
203987.964444	894.159443
203988.923499	894.244382
203989.882554	894.167015
203990.840609	894.283822
203991.799664	894.190049
203993.237746	894.300939
203994.196801	894.240493
203995.155856	894.349795
203996.113911	894.255527
203997.072965	894.382204
203998.032020	894.290354
203998.990075	894.395459
203999.949130	894.340912
204000.907185	894.402123
204001.866240	894.403012
204002.828294	894.404252
204003.784349	894.456918
204005.221431	894.475176
204006.180486	894.446608
204007.138541	894.480137
204008.097596	894.507742
204009.056651	894.485775
204010.014706	894.561160
204010.973761	894.497691
204011.951816	894.600031
204012.891870	894.520673
204013.849925	894.632589
204014.849982	894.556177
204016.248062	894.659911
204017.205117	894.588749
204018.164172	894.698284
204019.123227	894.616694
204020.081281	894.719311
204021.040336	894.655354
204021.998391	894.729192
204022.965446	894.710744
204024.395528	894.791062
204024.874556	894.764268
204025.833610	894.744702
204026.792665	894.816204
204028.230747	894.821568
204029.189802	894.811572
204030.148857	894.824820
204031.106912	894.870651
204032.065967	894.831277
204033.025022	894.923839
204033.984076	894.843491
204034.942131	894.963828
204035.901186	894.870513
204036.860241	894.985007
204037.818296	894.914761
204038.798352	894.993726
204040.216433	894.933902
204041.173488	895.065123
204042.132543	894.971842
204043.091598	895.075290
204044.049652	895.023952
204045.008707	895.075627
204045.967762	895.086452
204046.926817	895.072718
204047.884871	895.150766
204048.843926	895.078769
204050.297009	895.141421
204051.241064	895.155572
204052.200119	895.196763
204053.158173	895.155486
204054.117228	895.252461
204055.076283	895.165360
204056.035338	895.296422
204056.992393	895.196577
204057.950447	895.314994
204058.909502	895.240221
204059.868557	895.316715
204060.827612	895.300747
204062.272695	895.379281
204063.223749	895.305007
204064.182804	895.393766
204065.141859	895.344226
204066.100914	895.396321
204067.058968	895.401806
204068.018023	895.398614
204068.977078	895.453967
204069.936133	895.407131
204070.895188	895.502380
204071.853242	895.425682
204073.292325	895.505029
204074.250380	895.486519
204075.209435	895.553364
204076.168489	895.499820
204077.126544	895.599042
204078.085599	895.523477
204079.044654	895.629994
204080.003709	895.557170
204080.961763	895.647908
204081.920818	895.605424
204082.879873	895.655680
204083.838928	895.655055
204084.805984	895.659174
204086.236065	895.655645
204087.194120	895.748858
204088.153175	895.710649
204089.112230	895.749450
204090.071284	895.767505
204091.030339	895.749297
204091.988394	895.826346
204092.946449	895.755981
204093.905504	895.872350
204094.864559	895.778105
204095.822613	895.905210
204096.781668	895.818559
204098.219750	895.937886
204099.178805	895.844558
204100.137860	895.976939
204101.096915	895.873897
204102.054970	895.999183
204103.014025	895.926786
204103.980080	896.001602
204104.931134	895.990152
204105.890189	895.992611
204107.328271	895.982929
204107.808299	895.991838
204108.767354	896.108658
204110.205436	896.081160
204111.163491	896.109446
204112.122546	896.078402
204113.081601	896.161518
204114.040656	896.085840
204114.998710	896.197885
204115.957765	896.112180
204116.916820	896.221906
204117.918877	896.151408
204118.833930	896.235470
204119.792984	896.202626
204121.231067	896.285405
204122.189121	896.203511
204123.148176	896.307906
204124.107231	896.251778
204125.065286	896.318445
204126.024341	896.303680
204126.983396	896.326562
204127.942451	896.354806
204128.900506	896.330839
204129.859560	896.401533
204130.818615	896.340980
204132.256697	896.400930
204133.215752	896.414143
204134.173807	896.453443
204135.132862	896.417314
204136.091917	896.502082
204137.050972	896.429272
204138.489054	896.504706
204138.968081	896.451951
204139.927136	896.567173
204140.886191	896.495684
204141.844246	896.578458
204142.804301	896.552366
204143.762355	896.579849
204145.199438	896.549179
204146.158493	896.656346
204147.117548	896.601004
204148.075602	896.661380
204149.034657	896.662406
204149.993712	896.657973
204150.951766	896.716054
204151.910821	896.658648
204152.888877	896.767739
204153.828931	896.663742
204154.789986	896.801917
204155.747041	896.696993
204157.184123	896.829117
204158.143178	896.738089
204159.103233	896.872045
204160.069288	896.762767
204161.026343	896.894698
204161.979397	896.810403
204162.936452	896.903323
204163.895507	896.871526
204164.853562	896.903829
204165.813617	896.939262
204166.771671	896.904572
204168.209754	896.925848
204169.168808	896.987453
204170.127863	896.989350
204171.085918	896.988798
204172.044973	897.047354
204173.004028	896.994366
204173.963083	897.098262
204174.940139	897.010247
204175.880192	897.133569
204176.839247	897.038699
204177.801302	897.147894
204179.236384	897.087416
204180.195439	897.188621
204181.153494	897.111800
204182.112549	897.213650
204183.071604	897.141978
204184.030659	897.224606
204184.988713	897.187179
204185.947768	897.231831
204186.908823	897.229697
204187.865878	897.237709
204188.823933	897.284860
204190.263015	897.298816
204191.221070	897.275734
204192.180125	897.306324
204193.139180	897.330070
204194.105235	897.310488
204195.056289	897.381975
204196.015344	897.322654
204196.974399	897.422174
204197.933454	897.341090
204198.891509	897.447816
204199.849564	897.375808
204200.839620	897.460823
204201.767673	897.419394
204203.205755	897.518334
204204.164810	897.429109
204205.122865	897.542133
204206.081920	897.467414
204207.040975	897.546700
204207.999030	897.521218
204208.957084	897.545421
204209.916139	897.587552
204210.875194	897.544778
204211.834249	897.644126
204212.792304	897.555996
204213.751359	897.687523
204215.188441	897.624253
204216.147496	897.696603
204217.106551	897.628447
204218.065605	897.748879
204219.023660	897.645623
204219.982715	897.780593
204220.941770	897.684227
204221.903825	897.786797
204222.858880	897.734812
204223.817935	897.785162
204225.256017	897.743252
204226.215072	897.865311
204227.174126	897.786317
204228.133181	897.867363
204229.090236	897.845963
204230.049291	897.862551
204231.007346	897.909374
204231.965400	897.861970
204232.929455	897.962155
204233.881510	897.879178
204234.840565	897.995884
204235.812620	897.915640
204236.758675	898.017646
204238.196757	897.956797
204239.154811	898.047886
204240.113866	897.973709
204241.072921	898.081780
204242.031976	898.010637
204242.991031	898.103291
204243.949086	898.051940
204244.937142	898.112382
204245.867196	898.104931
204246.825250	898.115525
204248.291334	898.110184
204248.743360	898.123000
204250.180442	898.154743
204251.139497	898.195296
204252.098552	898.198979
204253.056607	898.198033
204254.055664	898.243484
204254.974716	898.204671
204255.933771	898.285954
204256.912827	898.219822
204257.850881	898.314913
204258.809936	898.247694
204259.789992	898.335284
204261.207073	898.279671
204262.166128	898.373945
